property_type,district,new_sales,new_listings,sales_to_listings_ratio,inventory,months_supply,benchmark_price,yoy_price_change,mom_price_change,month,year,date
Row,North East,36,109,33.03%,198,5.5,371900,-0.91%,0.05%,4,2025,2025-04-01
Row,North West,39,61,63.93%,85,2.18,462200,1.56%,0.50%,4,2025,2025-04-01
Row,South,53,96,55.21%,127,2.4,411000,1.78%,1.53%,4,2025,2025-04-01
Row,South East,63,113,55.75%,179,2.84,473300,1.94%,1.15%,4,2025,2025-04-01
Row,West,34,83,40.96%,108,3.18,472600,1.20%,0.72%,4,2025,2025-04-01
Semi-detached,City Centre,53,92,57.61%,147,2.77,952100,5.09%,0.34%,4,2025,2025-04-01
Semi-detached,East,8,20,40.00%,23,2.88,404500,0.82%,-0.88%,4,2025,2025-04-01
Semi-detached,North,24,39,61.54%,54,2.25,521800,0.08%,-2.21%,4,2025,2025-04-01
Semi-detached,North East,19,53,35.85%,85,4.47,442000,1.19%,-1.05%,4,2025,2025-04-01
Semi-detached,North West,26,35,74.29%,34,1.31,677700,2.92%,1.94%,4,2025,2025-04-01
Semi-detached,South,25,41,60.98%,61,2.44,550300,3.83%,0.71%,4,2025,2025-04-01
Semi-detached,South East,21,41,51.22%,45,2.14,530100,3.33%,-0.13%,4,2025,2025-04-01
Semi-detached,West,13,27,48.15%,33,2.54,817700,2.87%,-0.61%,4,2025,2025-04-01
Apartment,City Centre,235,510,46.08%,900,3.83,347700,-1.11%,-0.09%,5,2025,2025-05-01
Apartment,East,17,34,50.00%,46,2.71,248800,-3.79%,0.16%,5,2025,2025-05-01
Apartment,North,47,107,43.93%,186,3.96,329900,-2.91%,-0.09%,5,2025,2025-05-01
Apartment,North East,34,99,34.34%,169,4.97,296600,-4.51%,-0.13%,5,2025,2025-05-01
Apartment,North West,45,86,52.33%,146,3.24,316400,1.77%,-0.03%,5,2025,2025-05-01
Apartment,South,75,142,52.82%,215,2.87,311600,-2.04%,0.26%,5,2025,2025-05-01
Apartment,South East,69,143,48.25%,239,3.46,355700,-4.30%,-1.50%,5,2025,2025-05-01
Apartment,West,56,108,51.85%,184,3.29,356400,1.54%,0.03%,5,2025,2025-05-01
Detached,City Centre,145,251,57.77%,353,2.43,993500,2.81%,0.40%,5,2025,2025-05-01
Detached,East,46,88,52.27%,115,2.5,525200,-0.92%,-0.21%,5,2025,2025-05-01
Detached,North,138,323,42.72%,429,3.11,682900,-0.55%,-0.36%,5,2025,2025-05-01
Detached,North East,136,335,40.60%,532,3.91,593400,-2.66%,-1.72%,5,2025,2025-05-01
Detached,North West,192,343,55.98%,314,1.64,811400,0.80%,0.22%,5,2025,2025-05-01
Detached,South,265,432,61.34%,508,1.92,741600,0.95%,-0.68%,5,2025,2025-05-01
Detached,South East,215,395,54.43%,435,2.02,727600,-0.14%,-0.89%,5,2025,2025-05-01
Detached,West,135,246,54.88%,287,2.13,1009000,3.74%,2.18%,5,2025,2025-05-01
Row,City Centre,65,87,74.71%,118,1.82,615700,-0.39%,-0.10%,5,2025,2025-05-01
Row,East,18,17,105.88%,32,1.78,305300,0.53%,1.29%,5,2025,2025-05-01
Row,North,69,128,53.91%,175,2.54,418800,-4.38%,-1.81%,5,2025,2025-05-01
Row,North East,67,138,48.55%,235,3.51,367800,-3.79%,-1.10%,5,2025,2025-05-01
Row,North West,38,74,51.35%,99,2.61,457900,-1.86%,-0.93%,5,2025,2025-05-01
Row,South,68,122,55.74%,153,2.25,405800,-1.43%,-1.27%,5,2025,2025-05-01
Row,South East,80,120,66.67%,188,2.35,470200,0.17%,-0.68%,5,2025,2025-05-01
Row,West,53,78,67.95%,107,2.02,472100,0.23%,-0.11%,5,2025,2025-05-01
Semi-detached,City Centre,67,119,56.30%,158,2.36,967800,4.98%,1.65%,5,2025,2025-05-01
Semi-detached,East,11,14,78.57%,21,1.91,401500,-0.20%,-0.74%,5,2025,2025-05-01
Semi-detached,North,29,48,60.42%,67,2.31,523200,-0.48%,0.21%,5,2025,2025-05-01
Semi-detached,North East,32,58,55.17%,89,2.78,434800,-1.43%,-1.63%,5,2025,2025-05-01
Semi-detached,North West,24,30,80.00%,35,1.46,681200,2.45%,0.52%,5,2025,2025-05-01
Semi-detached,South,42,72,58.33%,78,1.86,548500,1.59%,-0.27%,5,2025,2025-05-01
Semi-detached,South East,33,46,71.74%,49,1.48,526100,0.92%,-0.75%,5,2025,2025-05-01
Semi-detached,West,18,40,45.00%,44,2.44,839600,3.49%,2.68%,5,2025,2025-05-01
